Date,Average Retail Price: Rice: Traditional Market,Average Retail Price: Rice: Low Quality I: Traditional Market,Average Retail Price: Rice: Low Quality II: Traditional Market,Average Retail Price: Rice: Medium Quality I: Traditional Market,Average Retail Price: Rice: Medium Quality II: Traditional Market,Average Retail Price: Rice: Super Quality I: Traditional Market,Average Retail Price: Rice: Super Quality II: Traditional Market,Average Retail Price: Chicken Meat: Traditional Market,Average Retail Price: Chicken Meat: Purebred Chicken: Traditional Market,Average Retail Price: Beef: Traditional Market,Average Retail Price: Beef: Quality 1: Traditional Market,Average Retail Price: Beef: Quality 2: Traditional Market,Average Retail Price: Egg: Traditional Market,Average Retail Price: Egg: Purebred Chicken Egg: Traditional Market,Average Retail Price: Onion: Traditional Market,Average Retail Price: Onion: Medium Size: Traditional Market,Average Retail Price: Garlic: Traditional Market,Average Retail Price: Garlic: Medium Size: Traditional Market,Average Retail Price: Red Chili Pepper: Traditional Market,Average Retail Price: Red Chili Pepper: Big: Traditional Market,Average Retail Price: Red Chili Pepper: Curly: Traditional Market,Average Retail Price: Cayenne Pepper: Traditional Market,Average Retail Price: Cayenne Pepper: Green: Traditional Market,Average Retail Price: Cayenne Pepper: Red: Traditional Market,Average Retail Price: Cooking Oil: Traditional Market,Average Retail Price: Cooking Oil: Bulky: Traditional Market,Average Retail Price: Cooking Oil: Brand I: Traditional Market,Average Retail Price: Cooking Oil: Brand II: Traditional Market,Average Retail Price: Sugar: Traditional Market,Average Retail Price: Sugar: Premium Quality: Traditional Market,Average Retail Price: Sugar: Local: Traditional Market,Average Retail Price: Rice: Modern Market,Average Retail Price: Rice: Low Quality I: Modern Market,Average Retail Price: Rice: Low Quality II: Modern Market,Average Retail Price: Rice: Medium Quality I: Modern Market,Average Retail Price: Rice: Medium Quality II: Modern Market,Average Retail Price: Rice: Super Quality I: Modern Market,Average Retail Price: Rice: Super Quality II: Modern Market,Average Retail Price: Chicken Meat: Modern Market,Average Retail Price: Chicken Meat: Purebred Chicken: Modern Market,Average Retail Price: Beef: Modern Market,Average Retail Price: Beef: Quality 1: Modern Market,Average Retail Price: Beef: Quality 2: Modern Market,Average Retail Price: Egg: Modern Market,Retail Price: Egg: Purebred Chicken Egg: Modern Market,Retail Price: Onion: Modern Market,Average Retail Price: Onion: Medium Size: Modern Market,Average Retail Price: Garlic: Modern Market,Average Retail Price: Garlic: Medium Size: Modern Market,Average Retail Price: Red Chili Pepper: Modern Market,Average Retail Price: Red Chili Pepper: Big: Modern Market,Average Retail Price: Red Chili Pepper: Curly: Modern Market,Average Retail Price: Cayenne Pepper: Modern Market,Average Retail Price: Cayenne Pepper: Green: Modern Market,Average Retail Price: Cayenne Pepper: Red: Modern Market,Average Retail Price: Cooking Oil: Modern Market,Average Retail Price: Cooking Oil: Brand I: Modern Market,Average Retail Price: Cooking Oil: Brand II: Modern Market,Average Retail Price: Sugar: Modern Market,Average Retail Price: Sugar: Premium Quality: Modern Market,Average Retail Price: Sugar: Local: Modern Market
12/10/2020,11800,10750,10400,11850,11600,13050,12650,34600,34600,118600,122200,113350,27300,27300,37350,37350,28750,28750,50050,52450,48950,47350,41800,53400,14400,13450,15050,14450,14350,15800,13450,13950,12250,12450,14000,13750,15450,14800,38750,38750,147150,156950,139100,28550,28550,47100,47100,35250,35250,59700,63100,58600,54700,49650,60250,16500,16450,16550,13450,13950,12950
12/11/2020,11800,10750,10400,11850,11600,13050,12650,34800,34800,118600,122200,113400,27500,27500,37250,37250,28750,28750,50250,53150,48900,47750,42550,53400,14400,13450,15050,14450,14350,15800,13450,13950,12250,12450,14000,13750,15450,14800,38750,38750,147500,157350,139400,28500,28500,47000,47000,35250,35250,59650,62950,58600,54600,49700,60050,16500,16450,16600,13450,13950,12950
12/14/2020,11800,10750,10400,11850,11600,13050,12650,35400,35400,118650,122250,113650,28100,28100,37100,37100,28650,28650,50800,54000,49200,47400,43650,51200,14400,13450,15050,14450,14350,15800,13450,13950,12250,12450,14000,13750,15450,14800,38750,38750,147550,157350,139500,28500,28500,46950,46950,35300,35300,59400,62800,58200,54750,49850,60100,16500,16450,16600,13450,13900,12950
12/15/2020,11800,10750,10400,11800,11600,13100,12650,35550,35550,118700,122300,113700,28250,28250,37000,37000,28650,28650,51150,54300,49800,47950,44150,51750,14400,13450,15050,14450,14400,15800,13450,13950,12300,12450,14000,13750,15450,14800,38800,38800,147550,157400,139550,28500,28500,47000,47000,35350,35350,59550,63050,58300,54750,49800,60100,16500,16450,16600,13450,13900,13000
12/16/2020,11800,10750,10400,11850,11600,13100,12650,35900,35900,118850,122450,113850,28350,28350,36850,36850,28650,28650,51300,54500,49950,47800,44100,51600,14400,13450,15050,14450,14350,15800,13450,13950,12300,12450,14000,13750,15450,14800,38850,38850,148250,157800,140350,29200,29200,47500,47500,35100,35100,61100,64750,59450,58800,54350,62750,16500,16450,16550,13450,13950,12950
12/17/2020,11800,10750,10400,11850,11600,13100,12650,35950,35950,118700,122300,113700,28400,28400,36400,36400,28650,28650,51900,55200,50600,48300,44500,52250,14400,13450,15050,14450,14350,15800,13450,13950,12300,12450,14000,13750,15450,14800,38850,38850,148250,157800,140350,29200,29200,47500,47500,35100,35100,61150,64800,59500,58900,54350,62900,16500,16450,16550,13450,13950,12950
12/18/2020,11800,10750,10400,11850,11600,13100,12650,36100,36100,118850,122400,113800,28450,28450,36700,36700,28650,28650,52650,55800,51400,48450,44950,52500,14400,13450,15050,14450,14350,15800,13450,13950,12300,12450,14000,13750,15450,14800,38900,38900,148250,157800,140350,29200,29200,47500,47500,35100,35100,61250,64950,59500,58900,54350,62900,16500,16450,16550,13450,13950,12950
12/21/2020,11800,10750,10400,11800,11600,13100,12650,36100,36100,118850,122400,113800,28800,28800,36150,36150,28450,28450,54950,57800,53550,51700,47150,56200,14400,13500,15050,14450,14350,15800,13450,13950,12300,12450,14000,13750,15450,14800,38900,38900,149250,157800,144500,29150,29150,47550,47550,35100,35100,61400,65200,59550,59600,54450,63750,16500,16450,16550,13450,13900,12950
12/22/2020,11800,10750,10400,11800,11600,13100,12750,36450,36450,118800,122400,113450,28650,28650,36000,36000,28550,28550,56600,59300,55500,53450,50250,57600,14400,13500,15100,14450,14350,15800,13500,13950,12250,12450,14000,13750,15450,14800,38900,38900,149200,157750,144500,29150,29150,47550,47550,35100,35100,61250,65150,59550,59800,54700,63950,16500,16450,16550,13450,13900,12950
12/23/2020,11800,10750,10400,11800,11600,13100,12750,36300,36300,118850,122450,113500,28850,28850,35850,35850,28500,28500,57300,59600,56400,53450,50850,57350,14400,13500,15100,14450,14400,15850,13450,13900,12300,12450,13950,13750,15400,14750,39150,39150,149150,157700,144450,30000,30000,47500,47500,35550,35550,64650,67650,63300,61350,54950,67300,16500,16500,16550,13450,13900,12950
12/28/2020,11800,10750,10400,11800,11600,13050,12700,36050,36050,118350,122250,112750,28250,28250,35000,35000,28500,28500,59550,59950,59000,58600,54400,63300,14400,13500,15100,14450,14400,15850,13450,13950,12300,12450,13950,13750,15400,14750,39100,39100,149000,157450,144400,30050,30050,47550,47550,35500,35500,64700,67700,63450,61650,55050,69000,16500,16500,16550,13450,13900,12950
12/29/2020,11800,10750,10400,11800,11600,13050,12700,36000,36000,118450,122300,112850,28200,28200,34800,34800,28500,28500,59050,59750,58350,59450,55300,63700,14400,13450,15100,14450,14400,15850,13450,13900,12300,12450,13950,13750,15400,14750,39200,39200,149200,157700,144600,29950,29950,47500,47500,35550,35550,64600,67700,63150,62000,55350,69200,16500,16500,16550,13450,13900,12950
12/30/2020,11800,10750,10400,11800,11600,13100,12750,36150,36150,119150,122800,113850,28200,28200,34650,34650,28700,28700,58250,59150,57800,59700,55500,64100,14450,13450,15100,14450,14400,15850,13450,13900,12300,12450,13950,13750,15400,14750,39350,39350,148850,157300,144200,30100,30100,47400,47400,35200,35200,65000,67850,63750,62250,55250,69800,16500,16500,16550,13450,13900,12950
1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13900,12300,12450,13950,13750,15400,14750,39350,39350,149200,157650,144550,30100,30100,47250,47250,35400,35400,64400,67900,63400,62050,55250,69350,16500,16500,16550,13450,13900,12950
1/4/2021,11800,10800,10400,11800,11650,13100,12750,36100,36100,118750,122600,113200,27700,27700,33950,33950,28500,28500,57550,56800,58200,68900,61300,76850,14450,13500,15100,14450,14400,15750,13500,13900,12250,12450,13950,13750,15400,14750,39350,39350,149650,158000,145250,30150,30150,47250,47250,35400,35400,64500,67850,63650,62250,55500,69550,16500,16500,16550,13450,13900,12950
1/5/2021,11800,10850,10450,11800,11600,13050,12750,36000,36000,119300,123100,113400,27600,27600,33850,33850,28500,28500,57350,56600,58100,68500,58250,77950,14500,13550,15150,14500,14450,15750,13500,13950,12300,12450,13950,13750,15400,14750,39350,39350,149650,158000,145250,30100,30100,47250,47250,35400,35400,64500,67850,63650,62500,55900,69750,16500,16500,16550,13450,13950,12950
1/6/2021,11800,10800,10450,11850,11650,13100,12750,36100,36100,119400,123200,113350,27650,27650,33700,33700,28450,28450,56350,55900,57250,68850,57150,78650,14500,13550,15150,14450,14400,15700,13500,13950,12350,12500,14000,13700,15400,14750,39900,39900,150750,158350,146400,29600,29600,47050,47050,34850,34850,70450,73200,70350,69550,61350,78950,16600,16500,16700,13450,13950,12900
1/7/2021,11800,10800,10450,11800,11650,13100,12750,36150,36150,119400,123250,113450,27600,27600,33550,33550,28500,28500,55900,54450,57100,69550,58750,79100,14500,13550,15150,14450,14400,15700,13500,13950,12350,12500,14000,13700,15400,14750,39900,39900,150750,158350,146400,29600,29600,47050,47050,35000,35000,70550,73200,70550,69700,61350,79350,16600,16500,16700,13450,13950,12900
1/8/2021,11800,10800,10450,11800,11650,13100,12750,35800,35800,119450,123250,113500,27550,27550,33350,33350,28450,28450,54900,53350,55950,69800,58300,78600,14500,13550,15150,14450,14400,15750,13500,13950,12350,12500,14000,13700,15400,14750,39900,39900,150750,158350,146400,29600,29600,47050,47050,35000,35000,70500,73200,70450,69750,61150,79650,16600,16500,16700,13450,13950,12900
1/11/2021,11800,10800,10450,11800,11650,13100,12750,35700,35700,119350,123200,113300,27450,27450,33050,33050,28300,28300,52850,50850,54600,69700,58300,78300,14500,13600,15150,14500,14400,15700,13500,13950,12350,12500,14000,13700,15400,14750,39900,39900,150800,158350,146550,29600,29600,47050,47050,35000,35000,70500,73200,70450,69900,61250,79950,16600,16500,16700,13450,13950,12900
1/12/2021,11800,10800,10450,11800,11650,13100,12750,35700,35700,119300,123150,113200,27350,27350,32900,32900,28200,28200,52650,50450,54500,70150,58700,78850,14500,13600,15200,14500,14400,15750,13500,13950,12350,12500,14000,13700,15400,14750,39900,39900,150800,158350,146550,29600,29600,47150,47150,35100,35100,71650,75050,71550,70500,61800,81350,16600,16500,16700,13450,13950,12900
1/13/2021,11800,10800,10450,11800,11600,13100,12750,35600,35600,119250,123150,113150,27250,27250,32950,32950,28200,28200,51800,49950,53500,69400,58450,77850,14500,13600,15200,14500,14400,15700,13500,13950,12350,12500,14000,13750,15400,14750,39050,39050,151500,159150,147200,29350,29350,47200,47200,34050,34050,71000,72550,72850,78450,68900,89200,16600,16450,16800,13400,13850,12850
1/14/2021,11800,10800,10450,11800,11600,13100,12750,35600,35600,119250,123200,113050,27200,27200,32950,32950,28250,28250,51250,49250,53000,69550,58450,77500,14500,13600,15200,14500,14450,15750,13500,13950,12350,12500,14000,13750,15400,14750,39050,39050,152650,159150,148300,29350,29350,47200,47200,34050,34050,71000,72550,72850,78700,69150,89600,16600,16450,16800,13400,13850,12850
1/15/2021,11800,10800,10450,11800,11600,13100,12750,35400,35400,119550,123400,113450,27100,27100,32800,32800,28350,28350,51350,49450,53150,69900,59800,77200,14500,13600,15200,14500,14450,15750,13500,13950,12350,12500,14000,13750,15400,14750,39050,39050,152650,159150,148300,29350,29350,47200,47200,34050,34050,71000,72550,72850,78700,69150,89600,16600,16450,16800,13400,13850,12850
1/18/2021,11800,10800,10500,11850,11650,13100,12700,35100,35100,119300,123300,113000,26800,26800,32650,32650,28350,28350,52400,50050,54550,70100,60650,76350,14500,13600,15200,14500,14450,15650,13550,13950,12350,12500,14000,13750,15400,14750,39050,39050,152700,159150,148450,29350,29350,47200,47200,34050,34050,71000,72500,72850,78800,69200,89800,16600,16450,16800,13400,13850,12850
1/19/2021,11800,10800,10500,11800,11600,13100,12700,35000,35000,119350,123350,113050,26600,26600,32600,32600,28250,28250,52050,49650,54250,69600,60600,75700,14500,13600,15150,14500,14450,15700,13550,13950,12350,12500,13950,13750,15400,14750,39000,39000,152700,159150,148450,29350,29350,47200,47200,34050,34050,71000,72500,72850,79000,69500,90050,16600,16450,16800,13400,13850,12850
1/20/2021,11800,10800,10500,11800,11650,13100,12700,34850,34850,119200,123150,112950,27400,27400,32500,32500,28250,28250,51550,49050,53700,69150,60050,74950,14500,13650,15150,14500,14450,15700,13550,13950,12350,12500,13950,13750,15400,14750,38800,38800,153750,160750,148750,29150,29150,47150,47150,35400,35400,73900,76250,73600,83850,71500,96650,16600,16400,16800,13400,13900,12850
1/21/2021,11800,10800,10500,11800,11600,13100,12700,34750,34750,118850,122850,112400,27300,27300,32400,32400,28250,28250,50550,48600,52600,68200,60150,73300,14500,13650,15150,14500,14400,15700,13500,14050,12450,12600,14050,13850,15550,14850,39150,39150,154850,162300,149800,29400,29400,47650,47650,35650,35650,74900,77600,74650,86300,74050,98350,16650,16450,16850,13350,13800,12900
1/22/2021,11800,10800,10500,11800,11650,13100,12700,34750,34750,118950,122950,112450,27250,27250,32350,32350,28200,28200,49700,48100,51700,68100,60150,72950,14500,13650,15150,14500,14400,15700,13500,14050,12450,12600,14050,13850,15550,14850,39150,39150,154850,162300,149800,29400,29400,47650,47650,35650,35650,74900,77600,74650,86150,74000,98000,16650,16450,16850,13350,13800,12900
1/25/2021,11800,10800,10500,11800,11650,13100,12700,34400,34400,119750,123450,113700,27000,27000,31900,31900,28050,28050,47600,46700,48900,67300,60600,71400,14500,13650,15150,14500,14400,15700,13500,14050,12450,12600,14050,13850,15550,14850,39200,39200,154900,162300,149950,29400,29400,47650,47650,35650,35650,74900,77600,74650,86150,74000,98000,16650,16450,16850,13350,13800,12900
1/26/2021,11800,10800,10500,11800,11650,13100,12700,34200,34200,119750,123500,113700,26900,26900,31950,31950,28050,28050,47550,46950,48850,67050,60650,71200,14500,13650,15150,14500,14400,15700,13500,14050,12450,12600,14050,13850,15550,14850,39200,39200,154950,162350,150000,29350,29350,47600,47600,35650,35650,74750,77350,74500,86250,73850,98450,16650,16450,16850,13350,13800,12900
1/27/2021,11850,10850,10500,11900,11700,13200,12800,34350,34350,119850,123650,113650,26900,26900,32000,32000,28050,28050,47250,47250,48350,68200,62850,72200,14500,13650,15150,14550,14450,15650,13500,13950,12350,12500,13950,13750,15400,14750,38800,38800,154300,160950,149200,28850,28850,46400,46400,35000,35000,73100,76450,71400,85850,73900,97050,16600,16400,16800,13400,13900,12850
1/28/2021,11800,10800,10500,11800,11600,13100,12700,34050,34050,119550,123500,113250,25750,25750,31700,31700,28750,28750,46700,46500,47850,66750,60500,71250,14500,13600,15100,14500,14400,15650,13500,13950,12350,12500,13950,13750,15400,14750,38850,38850,154650,161200,150100,28400,28400,46300,46300,34900,34900,73050,76500,71200,85900,73900,97200,16600,16400,16800,13400,13900,12850
1/29/2021,11850,10800,10500,11850,11650,13150,12750,33700,33700,119950,123800,113750,26650,26650,31650,31650,28000,28000,47650,46600,48900,67600,61500,71450,14500,13600,15100,14500,14400,15650,13500,13950,12350,12500,13950,13750,15400,14750,38800,38800,154450,160950,149900,28400,28400,46350,46350,34850,34850,73050,76450,71300,86000,73950,97300,16600,16400,16800,13400,13900,12850
2/1/2021,11800,10850,10500,11800,11600,13100,12700,33550,33550,119600,123300,114000,26200,26200,31450,31450,27900,27900,48350,47500,49900,67350,60800,72000,14500,13600,15100,14500,14400,15650,13500,13950,12350,12500,13950,13750,15400,14750,38800,38800,154500,160950,150050,28400,28400,46350,46350,34850,34850,73100,76500,71300,86000,73950,97300,16600,16400,16800,13400,13900,12850
2/2/2021,11800,10850,10500,11800,11600,13100,12700,33700,33700,119500,123150,114000,26250,26250,31400,31400,28000,28000,49250,48250,50900,68150,62400,73050,14500,13550,15100,14500,14400,15650,13500,13950,12350,12500,13950,13750,15400,14750,38800,38800,154500,160900,150050,28400,28400,46350,46350,34850,34850,73100,76600,71300,86250,74000,97550,16600,16400,16800,13400,13900,12850
2/3/2021,11800,10850,10500,11800,11600,13100,12700,33550,33550,119550,123150,114000,26300,26300,31300,31300,28000,28000,50300,49700,51850,68700,61800,73450,14500,13550,15100,14500,14350,15650,13450,13950,12300,12500,13950,13750,15400,14750,38550,38550,155150,161700,150300,28250,28250,45650,45650,35250,35250,74200,78700,71750,86500,75850,97500,16550,16350,16700,13400,13950,12850
2/4/2021,11800,10850,10500,11800,11600,13100,12700,33750,33750,119550,123250,114000,26300,26300,31350,31350,27950,27950,50550,49900,52100,68700,62150,73250,14500,13550,15100,14500,14350,15650,13450,13950,12300,12500,13950,13750,15400,14750,38550,38550,155250,161700,150200,28250,28250,45550,45550,35250,35250,74150,78600,71750,86550,75900,97550,16550,16350,16700,13400,13950,12850
2/5/2021,11800,10850,10550,11800,11600,13100,12700,33800,33800,119550,123250,113950,25550,25550,31250,31250,27950,27950,50800,50100,52300,68500,62300,72850,14500,13550,15100,14500,14350,15650,13450,13950,12300,12500,13950,13750,15400,14750,38550,38550,155250,161700,150200,28250,28250,45550,45550,35250,35250,74150,78600,71750,86550,75900,97550,16550,16350,16700,13400,13950,12850
2/8/2021,11800,10800,10550,11800,11600,13100,12700,34250,34250,119500,123150,113950,25750,25750,31250,31250,27950,27950,50850,50450,52450,69300,62650,73450,14500,13550,15150,14500,14350,15650,13450,13950,12300,12500,13950,13750,15400,14750,38550,38550,155300,161700,150400,28250,28250,45550,45550,35250,35250,74150,78600,71750,86550,75900,97550,16550,16350,16700,13400,13950,12850
2/9/2021,11800,10800,10550,11800,11600,13100,12700,34350,34350,119650,123250,113950,25750,25750,31350,31350,28000,28000,50750,50950,51850,69350,63800,73300,14500,13550,15100,14500,14400,15650,13450,13950,12300,12500,13950,13750,15400,14750,38500,38500,155300,161700,150350,28250,28250,45550,45550,35250,35250,74300,78850,71850,86450,75750,97500,16550,16350,16700,13400,13950,12850
2/10/2021,11800,10800,10550,11800,11600,13100,12700,34550,34550,119650,123300,113950,25750,25750,31750,31750,28050,28050,50250,50350,51200,69300,64100,72850,14500,13600,15150,14550,14350,15650,13450,13950,12350,12500,13950,13750,15400,14750,38750,38750,153100,161500,148600,28050,28050,45650,45650,35400,35400,76200,80200,73650,90700,79100,101300,16550,16400,16700,13400,13950,12850
2/11/2021,11800,10800,10500,11800,11600,13100,12700,34550,34550,119650,123300,113950,25850,25850,32050,32050,28250,28250,50750,49900,53550,69400,64000,73100,14500,13550,15150,14550,14350,15650,13450,13950,12350,12500,13950,13750,15400,14750,38750,38750,153100,161500,148600,28050,28050,45650,45650,35400,35400,76000,79950,74050,90500,79150,100850,16550,16400,16700,13400,13950,12850
2/15/2021,11800,10800,10500,11800,11600,13100,12700,34700,34700,119650,123300,113950,25950,25950,32700,32700,28600,28600,49050,49050,50000,70650,62700,76750,14500,13600,15150,14500,14350,15650,13450,13950,12350,12500,13950,13750,15400,14750,38750,38750,153150,161500,148750,28050,28050,45650,45650,35400,35400,75950,79850,74050,90500,79150,100850,16550,16400,16700,13400,13950,12850
2/16/2021,11800,10800,10500,11800,11600,13100,12700,34750,34750,119650,123300,113950,26000,26000,32750,32750,28700,28700,48350,47900,49450,70150,63150,77050,14500,13600,15150,14500,14350,15650,13450,13950,12350,12500,13950,13750,15400,14750,38700,38700,153100,161450,148700,28050,28050,45650,45650,35500,35500,76200,79950,74250,90550,79150,101000,16550,16400,16700,13400,13900,12850
2/17/2021,11800,10800,10450,11800,11600,13100,12700,34750,34750,119650,123300,113950,26050,26050,32950,32950,28850,28850,48200,47550,49600,71000,63150,78300,14500,13600,15150,14500,14350,15650,13450,13950,12300,12500,13950,13700,15350,14750,38850,38850,155050,163400,149400,28050,28050,45800,45800,34900,34900,76600,80750,74450,90950,79250,103550,16550,16350,16750,13400,13900,12850
2/18/2021,11800,10750,10500,11800,11600,13100,12700,34700,34700,119600,123250,113950,26000,26000,32900,32900,28950,28950,48000,47300,49300,72000,62550,80600,14500,13600,15150,14550,14400,15700,13450,13950,12300,12500,13950,13700,15350,14750,38900,38900,156200,163400,150150,28050,28050,45800,45800,34900,34900,76000,79750,74450,91150,78050,103550,16550,16350,16750,13400,13900,12850
2/19/2021,11800,10800,10500,11800,11600,13100,12700,34750,34750,119600,123250,113900,26000,26000,32850,32850,28950,28950,47600,47350,48750,72100,62250,81100,14500,13600,15150,14500,14350,15650,13450,13950,12300,12500,13950,13700,15350,14750,38850,38850,156200,163400,150150,28050,28050,45700,45700,34800,34800,76000,79750,74450,91150,78000,103550,16550,16350,16750,13400,13900,12850
2/22/2021,11800,10800,10500,11800,11600,13100,12700,34650,34650,119600,123300,113950,25900,25900,33300,33300,29250,29250,47100,47300,48100,73500,61850,84550,14500,13600,15150,14550,14300,15600,13400,13950,12300,12500,13950,13700,15350,14750,38850,38850,156250,163400,150300,28050,28050,45700,45700,34800,34800,76000,79750,74450,91150,78000,103550,16550,16350,16750,13400,13900,12850
2/23/2021,11800,10800,10500,11800,11600,13100,12700,34600,34600,119600,123300,113900,25800,25800,33500,33500,29200,29200,46600,46700,47800,73900,60550,86150,14500,13600,15150,14550,14300,15600,13400,13950,12300,12500,13950,13700,15350,14750,38850,38850,156300,163450,150300,28050,28050,45700,45700,34700,34700,75900,79750,74250,91250,78050,103800,16550,16350,16750,13400,13900,12850
2/24/2021,11800,10800,10500,11850,11600,13100,12700,34550,34550,119600,123300,113900,25750,25750,33650,33650,29350,29350,46400,46450,47600,74850,62000,87350,14500,13600,15150,14550,14300,15600,13400,13900,12300,12500,13950,13700,15350,14750,39000,39000,156900,163850,152350,28050,28050,45550,45550,34750,34750,75800,83500,71050,93300,80450,104850,16550,16350,16750,13400,13900,12850
2/25/2021,11800,10800,10500,11800,11600,13100,12700,34500,34500,119600,123250,113850,25850,25850,33750,33750,29400,29400,46350,46150,47700,75300,61000,88750,14500,13600,15150,14550,14300,15600,13400,13900,12300,12500,13950,13700,15350,14750,39000,39000,157850,164750,153650,28050,28050,45700,45700,34750,34750,75850,83700,71050,93150,80550,104400,16550,16350,16750,13400,13900,12850
2/26/2021,11800,10800,10500,11800,11600,13100,12700,34450,34450,119800,123400,114150,25800,25800,33850,33850,29500,29500,46500,46100,48000,75450,61400,88900,14550,13600,15150,14550,14300,15600,13400,13900,12300,12500,13950,13700,15350,14750,39000,39000,158050,165000,153850,28050,28050,45600,45600,34750,34750,75800,83550,71050,93200,80400,104550,16550,16350,16750,13400,13900,12850
3/1/2021,11800,10800,10500,11800,11600,13150,12750,34300,34300,119550,123250,113850,25750,25750,34250,34250,29450,29450,46800,45900,48300,76600,62800,91000,14550,13650,15150,14550,14300,15600,13450,13900,12300,12500,13950,13700,15350,14750,39000,39000,158050,165000,153950,28050,28050,45550,45550,34750,34750,75750,83450,71050,93300,80650,104700,16550,16350,16750,13400,13900,12850
